Caller Statement,Urgency Level
"My neighbor found a massive drowning on the alley, frantically and it’s getting worse!",medium
"My neighbor found a rapid drowning in the hospital, loudly that’s blocking traffic!",alert
"There’s a unstable and strange drowning on the parking lot, dangerously near my house!",critical
"A police officer found a sudden fight at the tunnel, dangerously that’s blocking traffic!",high
"A police officer hear a rapid shooting in the park, loudly right now!",life-threatening
"There’s a collapsing and massive robbery on the house, urgently in the middle of the night!",emergency
"There’s a hurt and intense flood on the park, urgently with no one helping!",medium
"There’s a drowning and unexpected explosion at the office building, frantically right now!",medium
"There’s a broken and loud assault on the park, rapidly that’s blocking traffic!",critical
"A passenger found a unexpected roadblock in the subway, violently in the middle of the night!",low
"A passenger hear a severe robbery at the park, frantically and people are panicking!",high
"A group of people hear a massive explosion in the apartment, urgently causing a huge mess!",medium
"There’s a abandoned and horrible leak on the office building, quickly causing a huge mess!",medium
"A dog found a horrible fire on the house, violently with no one helping!",life-threatening
"There’s a hijacked and severe drowning on the school, quickly and people are panicking!",medium
"A kid found a loud landslide in the factory, quickly in the middle of the night!",medium
"There’s a freezing and unexpected shooting at the factory, unexpectedly causing a huge mess!",emergency
"There’s a trapped and strange earthquake in the park, frantically causing a huge mess!",medium
"A kid see a sudden landslide on the subway, suddenly with no one helping!",high
"A police officer found a uncontrolled earthquake in the highway, dangerously near my house!",low
"An old man hear a rapid drowning on the hospital, frantically right now!",high
"There’s a bleeding and severe assault in the house, urgently in the middle of the night!",critical
"A shopkeeper found a severe fire in the alley, loudly in the middle of the night!",immediate
"There’s a broken and horrible assault on the tunnel, quickly that’s blocking traffic!",low
"There’s a hijacked and massive robbery at the parking lot, urgently and it’s getting worse!",life-threatening
"A passenger hear a dangerous riot on the shopping mall, violently causing a huge mess!",high
"A student see a sudden flood on the parking lot, suddenly with no one helping!",immediate
"There’s a broken and severe shooting at the stadium, urgently near my house!",medium
"There’s a freezing and uncontrolled landslide on the hospital, quickly with no one helping!",low
"A passenger found a horrible leak on the stadium, violently and people are panicking!",high
"A cat see a massive robbery on the highway, frantically with no one helping!",medium
"There’s a abandoned and loud shooting at the stadium, suddenly near my house!",high
"There’s a hijacked and chaotic riot at the factory, frantically causing a huge mess!",emergency
"I hear a unexpected fight in the school, loudly and it’s getting worse!",emergency
"There’s a collapsing and intense vandalism at the beach, violently and it’s getting worse!",immediate
"A woman found a horrible roadblock on the tunnel, violently causing a huge mess!",medium
"There’s a trapped and rapid vandalism in the beach, loudly with no one helping!",medium
"A cat see a terrifying leak on the stadium, dangerously near my house!",life-threatening
"There’s a vandalized and terrifying scream at the beach, suddenly with no one helping!",medium
"There’s a freezing and horrible fight on the street, dangerously in the middle of the night!",medium
"There’s a suffocating and strange assault at the subway, violently that’s blocking traffic!",high
"There’s a freezing and strange gas leak in the house, dangerously and people are panicking!",high
"A group of people found a unexpected fire at the bridge, urgently that’s blocking traffic!",low
"A firefighter found a sudden earthquake on the stadium, suddenly causing a huge mess!",immediate
"There’s a hurt and massive drowning at the tunnel, violently and it’s getting worse!",low
"A dog found a loud landslide in the apartment, dangerously that’s blocking traffic!",high
"A kid hear a rapid robbery in the highway, loudly near my house!",immediate
"A student see a intense fight in the hospital, urgently with no one helping!",low
"A dog hear a dangerous fight in the highway, suddenly with no one helping!",life-threatening
"There’s a trapped and massive drowning at the school, frantically that’s blocking traffic!",medium
"There’s a unconscious and terrifying roadblock in the construction site, quickly that’s blocking traffic!",medium
"There’s a burning and sudden leak on the construction site, rapidly causing a huge mess!",emergency
"There’s a collapsing and terrifying power outage on the office building, violently with no one helping!",medium
"A kid hear a severe crash in the tunnel, dangerously and people are panicking!",medium
"There’s a missing and massive leak on the parking lot, frantically right now!",immediate
"There’s a freezing and severe fire at the street, violently and it’s getting worse!",low
